STATEFP,COUNTYFP,TRACTCE,GEOIDFQ,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,geometry,from_id,ALI17_45,AMI17_45,AHI17_45,ATOT17_45,ALI22_45,AMI22_45,AHI22_45,ATOT22_45,diff_LI,diff_MI,diff_HI,diff_TOT,tract_id_17,LI17_rac,MI17_rac,HI17_rac,TOT17_rac,tract_id_22,LI22_rac,MI22_rac,HI22_rac,TOT22_rac,ALI17_45_n,ALI22_45_n,AMI17_45_n,AMI22_45_n,AHI17_45_n,AHI22_45_n,ATOT17_45_n,ATOT22_45_n,ALI_diff_n,AMI_diff_n,AHI_diff_n,ATOT_diff_n
48,453,044000,1400000US48453044000,48453044000,440,Census Tract 440,TX,Travis County,Texas,CT,2344439,0,"POLYGON ((-97.674716 30.407991, -97.668467 30.40545, -97.66267 30.404763, -97.657337 30.402159, -97.655366 30.400281, -97.655013 30.399508, -97.653441 30.39342, -97.652654 30.390411, -97.650916 30.388205, -97.652278 30.387504, -97.656335 30.389492, -97.659046 30.390825, -97.660271 30.391412, -97.662103 30.392891, -97.66514 30.39521, -97.672694 30.399072, -97.673587 30.399294, -97.675079 30.403409, -97.674716 30.407991))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,002215,1400000US48453002215,48453002215,22.15,Census Tract 22.15,TX,Travis County,Texas,CT,11588866,7174,"POLYGON ((-97.611818 30.256997, -97.604684 30.268345, -97.599956 30.275877, -97.596253 30.281643, -97.59175 30.278641, -97.591249 30.277469, -97.590467 30.276615, -97.588226 30.275505, -97.585733 30.275481, -97.584994 30.274352, -97.582493 30.274243, -97.57775 30.271891, -97.569101 30.269065, -97.566958 30.267498, -97.564875 30.26292, -97.563982 30.261694, -97.561966 30.260254, -97.554716 30.256867, -97.554602 30.256088, -97.556074 30.255419, -97.559739 30.249735, -97.560725 30.249029, -97.560975 30.248866, -97.564804 30.24814, -97.569037 30.248999, -97.575756 30.248833, -97.58303 30.247475, -97.588658 30.250086, -97.595643 30.251457, -97.598677 30.251376, -97.603581 30.253338, -97.609425 30.255549, -97.611818 30.256997))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,041200,1400000US48453041200,48453041200,412,Census Tract 412,TX,Travis County,Texas,CT,3220267,0,"POLYGON ((-97.697071 30.408281, -97.696188 30.410294, -97.691578 30.411904, -97.690577 30.413312, -97.686669 30.411421, -97.681372 30.408931, -97.679273 30.40812, -97.678166 30.407896, -97.676246 30.408174, -97.674716 30.407991, -97.675079 30.403409, -97.673587 30.399294, -97.671774 30.394759, -97.671643 30.393388, -97.671752 30.391862, -97.672565 30.388382, -97.674632 30.388531, -97.677411 30.387427, -97.676755 30.389358, -97.677568 30.392886, -97.680523 30.395119, -97.684359 30.394789, -97.683662 30.39704, -97.687097 30.398882, -97.691128 30.402264, -97.691496 30.403781, -97.69279 30.403605, -97.694598 30.402828, -97.694901 30.402893, -97.695129 30.404165, -97.697736 30.405978, -97.697071 30.408281))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,045800,1400000US48453045800,48453045800,458,Census Tract 458,TX,Travis County,Texas,CT,103160151,26371,"POLYGON ((-97.513031 30.408881, -97.50981 30.41397, -97.507135 30.418041, -97.503408 30.422758, -97.496946 30.432935, -97.495949 30.433943, -97.493739 30.435141, -97.491787 30.435571, -97.48513 30.435889, -97.483031 30.43639, -97.481103 30.437428, -97.47911 30.439504, -97.473898 30.447794, -97.470077 30.453779, -97.469457 30.455191, -97.467304 30.464286, -97.466917 30.46519, -97.463933 30.460643, -97.459784 30.458317, -97.45339 30.461306, -97.445628 30.461404, -97.444949 30.456125, -97.444239 30.455945, -97.441836 30.455332, -97.439541 30.460282, -97.437301 30.460763, -97.434113 30.459719, -97.433282 30.45291, -97.427094 30.452201, -97.42514 30.449081, -97.42534 30.447822, -97.424261 30.447678, -97.422758 30.445278, -97.421908 30.444319, -97.415252 30.438337, -97.408769 30.43819, -97.40624 30.442288, -97.402818 30.440088, -97.395491 30.437765, -97.393031 30.438768, -97.391505 30.436858, -97.39254 30.434426, -97.387599 30.43342, -97.387189 30.431319, -97.386922 30.429948, -97.384763 30.428962, -97.383253 30.426037, -97.38339 30.42415, -97.381745 30.424048, -97.379429 30.423901, -97.377729 30.42237, -97.376767 30.419196, -97.373537 30.417715, -97.369539 30.419563, -97.374866 30.410806, -97.377227 30.407086, -97.383184 30.396835, -97.400089 30.367906, -97.402308 30.364156, -97.409393 30.35215, -97.409408 30.352258, -97.427095 30.352332, -97.437289 30.351905, -97.444736 30.351593, -97.456642 30.351605, -97.466035 30.351614, -97.476884 30.3514, -97.483029 30.351248, -97.483284 30.351235, -97.485066 30.351205, -97.497733 30.350793, -97.500588 30.35067, -97.499048 30.353414, -97.498453 30.354374, -97.497666 30.355613, -97.497039 30.356545, -97.496056 30.357253, -97.487623 30.356643, -97.487447 30.356561, -97.483352 30.35633, -97.482662 30.35657, -97.473994 30.36905, -97.471809 30.372439, -97.470577 30.374356, -97.46437 30.384123, -97.464313 30.384665, -97.464847 30.385048, -97.475824 30.390299, -97.488814 30.395482, -97.490888 30.396839, -97.489169 30.399983, -97.489177 30.400326, -97.499898 30.405403, -97.501131 30.403585, -97.501891 30.403516, -97.50639 30.405684, -97.512818 30.408773, -97.513031 30.408881))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,044800,1400000US48453044800,48453044800,448,Census Tract 448,TX,Travis County,Texas,CT,9900587,0,"POLYGON ((-97.616191 30.426154, -97.610846 30.434385, -97.610504 30.434952, -97.60323 30.431487, -97.599704 30.429632, -97.595565 30.426765, -97.591852 30.425307, -97.579179 30.419439, -97.575882 30.417522, -97.576087 30.417072, -97.576139 30.417006, -97.583577 30.405303, -97.584883 30.403238, -97.589805 30.395465, -97.593761 30.396471, -97.595868 30.393596, -97.598018 30.39587, -97.600806 30.400099, -97.602764 30.401651, -97.605909 30.403246, -97.609242 30.404576, -97.611431 30.406283, -97.612487 30.410123, -97.611975 30.41506, -97.612039 30.415533, -97.612446 30.416814, -97.613636 30.418465, -97.614725 30.419291, -97.619215 30.421447, -97.616191 30.426154))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020336,1400000US48491020336,48491020336,203.36,Census Tract 203.36,TX,Williamson County,Texas,CT,2279099,0,"POLYGON ((-97.840248 30.493796, -97.837665 30.496338, -97.833774 30.498368, -97.833178 30.498623, -97.829627 30.500614, -97.82323 30.503011, -97.820771 30.503619, -97.820032 30.504838, -97.819925 30.50477, -97.816483 30.500978, -97.818955 30.499513, -97.821254 30.496664, -97.826852 30.493989, -97.827481 30.493391, -97.828937 30.490331, -97.832514 30.481522, -97.835722 30.482918, -97.837944 30.485139, -97.838258 30.485956, -97.838059 30.488278, -97.837938 30.490603, -97.838195 30.491295, -97.840248 30.493796))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,021512,1400000US48491021512,48491021512,215.12,Census Tract 215.12,TX,Williamson County,Texas,CT,4619517,11191,"POLYGON ((-97.655688 30.52114, -97.652392 30.528223, -97.652255 30.528685, -97.652192 30.532001, -97.652182 30.533274, -97.65179 30.535883, -97.651232 30.53938, -97.650354 30.543018, -97.650225 30.543287, -97.646193 30.54376, -97.643814 30.545658, -97.639489 30.547026, -97.636731 30.547118, -97.636545 30.546173, -97.636442 30.545625, -97.635971 30.543219, -97.635575 30.539102, -97.635848 30.537575, -97.63628 30.536345, -97.636137 30.535565, -97.634933 30.530484, -97.633872 30.530384, -97.633046 30.528358, -97.633873 30.52593, -97.633348 30.524406, -97.643816 30.52023, -97.645757 30.519591, -97.647187 30.519229, -97.653936 30.518076, -97.655506 30.517854, -97.655688 30.52114))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020812,1400000US48491020812,48491020812,208.12,Census Tract 208.12,TX,Williamson County,Texas,CT,25901372,53474,"POLYGON ((-97.616473 30.588467, -97.601862 30.593084, -97.596449 30.59481, -97.595184 30.595215, -97.574634 30.601678, -97.575087 30.602767, -97.573433 30.6028, -97.57232 30.603509, -97.571207 30.605477, -97.570174 30.606049, -97.565449 30.607041, -97.56328 30.608228, -97.563198 30.610258, -97.564266 30.611314, -97.565245 30.61656, -97.565862 30.617385, -97.563534 30.618612, -97.564463 30.620173, -97.563419 30.621112, -97.55984 30.61188, -97.556934 30.605702, -97.555532 30.602298, -97.556764 30.601673, -97.550104 30.585425, -97.547128 30.586193, -97.547863 30.585484, -97.548346 30.58443, -97.548335 30.583095, -97.545228 30.5756, -97.543555 30.571647, -97.542638 30.56941, -97.542561 30.568622, -97.542658 30.567981, -97.54448 30.558094, -97.544689 30.55644, -97.544919 30.556538, -97.545234 30.556849, -97.545196 30.557278, -97.544993 30.557443, -97.545037 30.557636, -97.545202 30.557707, -97.545425 30.557966, -97.545653 30.558037, -97.54582 30.558301, -97.548176 30.560644, -97.54946 30.559864, -97.552338 30.561178, -97.554467 30.564247, -97.554556 30.565578, -97.556704 30.566744, -97.559765 30.566506, -97.559606 30.56564, -97.558605 30.559456, -97.55899 30.557143, -97.564489 30.55789, -97.564565 30.557901, -97.570788 30.558713, -97.570437 30.560047, -97.570158 30.561542, -97.571335 30.564523, -97.577335 30.562199, -97.579502 30.562243, -97.587314 30.562109, -97.605928 30.561991, -97.60744 30.567017, -97.609439 30.571847, -97.609896 30.572931, -97.613968 30.582604, -97.614636 30.584134, -97.614794 30.584496, -97.616473 30.588467))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020512,1400000US48491020512,48491020512,205.12,Census Tract 205.12,TX,Williamson County,Texas,CT,2417271,19040,"POLYGON ((-97.695847 30.488034, -97.691811 30.490689, -97.689466 30.491234, -97.686966 30.493102, -97.685217 30.488784, -97.683485 30.489296, -97.682614 30.486714, -97.676805 30.488951, -97.67424 30.48079, -97.682893 30.480066, -97.685044 30.479796, -97.685008 30.478565, -97.685671 30.477033, -97.686973 30.47574, -97.690618 30.472309, -97.693053 30.474795, -97.694118 30.478637, -97.694265 30.480313, -97.694155 30.48245, -97.694276 30.483337, -97.696016 30.487971, -97.695847 30.488034))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020333,1400000US48491020333,48491020333,203.33,Census Tract 203.33,TX,Williamson County,Texas,CT,2579867,0,"POLYGON ((-97.846324 30.473515, -97.841231 30.475082, -97.837757 30.476144, -97.836943 30.474098, -97.836535 30.473544, -97.833962 30.471582, -97.827395 30.47363, -97.827219 30.473247, -97.826785 30.472173, -97.825738 30.471261, -97.823707 30.467349, -97.818567 30.465987, -97.81768 30.461674, -97.819998 30.460912, -97.82207 30.459158, -97.823068 30.458049, -97.825723 30.455605, -97.825881 30.455731, -97.826064 30.455854, -97.826562 30.457517, -97.832012 30.461871, -97.84117 30.469126, -97.846273 30.473201, -97.846541 30.47341, -97.846324 30.473515))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020711,1400000US48491020711,48491020711,207.11,Census Tract 207.11,TX,Williamson County,Texas,CT,2668140,30366,"POLYGON ((-97.640393 30.512782, -97.638641 30.511781, -97.636894 30.512165, -97.632242 30.514572, -97.630565 30.514923, -97.629142 30.515406, -97.628597 30.51347, -97.627238 30.512804, -97.626401 30.510758, -97.624565 30.51065, -97.621534 30.508946, -97.62141 30.507835, -97.620504 30.507302, -97.620021 30.505642, -97.621041 30.502402, -97.620336 30.501539, -97.621321 30.497908, -97.621001 30.496783, -97.622004 30.496649, -97.628363 30.496552, -97.633525 30.496408, -97.633818 30.497476, -97.634071 30.498106, -97.634617 30.498436, -97.635207 30.499317, -97.635299 30.500367, -97.635908 30.501539, -97.636161 30.502518, -97.637729 30.504619, -97.637358 30.505007, -97.637017 30.505714, -97.638234 30.508336, -97.63927 30.510983, -97.640406 30.511666, -97.640393 30.512782))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020810,1400000US48491020810,48491020810,208.10,Census Tract 208.10,TX,Williamson County,Texas,CT,7019365,176133,"POLYGON ((-97.580596 30.500698, -97.576253 30.50791, -97.575308 30.510629, -97.575215 30.513673, -97.573878 30.514491, -97.571984 30.517783, -97.570968 30.519566, -97.570411 30.520502, -97.566832 30.526321, -97.565194 30.526569, -97.56386 30.526201, -97.561186 30.524683, -97.559903 30.522709, -97.55874 30.522148, -97.556752 30.521658, -97.555487 30.521197, -97.555119 30.521114, -97.551841 30.520899, -97.547071 30.519237, -97.546125 30.516449, -97.548501 30.513474, -97.549175 30.511131, -97.548486 30.507508, -97.551139 30.494033, -97.563397 30.495743, -97.563015 30.498777, -97.567583 30.499626, -97.568255 30.499725, -97.570282 30.500019, -97.572076 30.500257, -97.572658 30.500277, -97.573233 30.50019, -97.574519 30.500246, -97.575054 30.500275, -97.577928 30.500411, -97.578005 30.500413, -97.578186 30.50043, -97.579808 30.500501, -97.580053 30.500394, -97.580596 30.500698))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020356,1400000US48491020356,48491020356,203.56,Census Tract 203.56,TX,Williamson County,Texas,CT,1705932,66695,"POLYGON ((-97.828267 30.48233, -97.824133 30.484019, -97.821408 30.483716, -97.820907 30.485009, -97.816022 30.484916, -97.811921 30.48585, -97.808715 30.488209, -97.80819 30.488346, -97.807203 30.486121, -97.807116 30.485924, -97.80535 30.48208, -97.803457 30.479572, -97.8034 30.479492, -97.808373 30.476173, -97.810595 30.475352, -97.814268 30.475166, -97.815153 30.475357, -97.815432 30.47549, -97.816223 30.476065, -97.818012 30.478067, -97.818928 30.478768, -97.822727 30.479579, -97.825688 30.48126, -97.8282 30.481171, -97.828267 30.48233))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020329,1400000US48491020329,48491020329,203.29,Census Tract 203.29,TX,Williamson County,Texas,CT,32760192,269686,"POLYGON ((-97.922717 30.664869, -97.918711 30.665963, -97.915651 30.667598, -97.911569 30.668097, -97.905123 30.664826, -97.888734 30.658013, -97.875486 30.653303, -97.857264 30.647852, -97.847475 30.64493, -97.847446 30.644922, -97.843612 30.643777, -97.842462 30.643423, -97.84059 30.64256, -97.840563 30.642546, -97.837632 30.640929, -97.832929 30.638438, -97.831325 30.637947, -97.827804 30.637688, -97.827149 30.631629, -97.826431 30.629516, -97.821988 30.618164, -97.819063 30.611904, -97.820711 30.611857, -97.822002 30.611403, -97.822529 30.611172, -97.8256 30.610693, -97.826916 30.610342, -97.827966 30.609296, -97.832535 30.610207, -97.833765 30.610815, -97.836777 30.613962, -97.838277 30.614733, -97.841525 30.615647, -97.845396 30.616249, -97.849437 30.618248, -97.854824 30.621187, -97.855077 30.621281, -97.857966 30.621551, -97.858584 30.621514, -97.860423 30.621178, -97.861236 30.62073, -97.861196 30.620646, -97.861587 30.620296, -97.861677 30.62039, -97.867633 30.616858, -97.870635 30.617659, -97.871975 30.614561, -97.871077 30.611724, -97.872805 30.609988, -97.875773 30.609361, -97.878623 30.607415, -97.881941 30.615259, -97.885018 30.614443, -97.891496 30.61284, -97.889297 30.608283, -97.891381 30.607564, -97.893643 30.606467, -97.893753 30.606413, -97.895147 30.605704, -97.898481 30.60974, -97.898976 30.610514, -97.902965 30.618836, -97.903583 30.624819, -97.903634 30.625009, -97.904386 30.629258, -97.905147 30.63164, -97.905742 30.637147, -97.905834 30.643921, -97.906596 30.646429, -97.907632 30.647728, -97.910348 30.649088, -97.911406 30.65021, -97.913438 30.655365, -97.916027 30.65872, -97.91864 30.660806, -97.921338 30.663318, -97.922717 30.664869))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020816,1400000US48491020816,48491020816,208.16,Census Tract 208.16,TX,Williamson County,Texas,CT,9053259,61568,"POLYGON ((-97.614362 30.530979, -97.613948 30.531827, -97.610924 30.532456, -97.60125 30.533533, -97.594079 30.534933, -97.583433 30.536593, -97.576612 30.538202, -97.5745 30.538462, -97.570696 30.538781, -97.562796 30.540178, -97.563706 30.535052, -97.564841 30.529904, -97.566832 30.526321, -97.570411 30.520502, -97.570968 30.519566, -97.571984 30.517783, -97.573878 30.514491, -97.575215 30.513673, -97.575308 30.510629, -97.576253 30.50791, -97.580596 30.500698, -97.581177 30.500751, -97.586283 30.498769, -97.587881 30.498006, -97.588793 30.497915, -97.589855 30.497397, -97.591055 30.497564, -97.591314 30.500909, -97.593523 30.500497, -97.5933 30.507955, -97.593176 30.508441, -97.5917 30.510524, -97.590155 30.514283, -97.589466 30.515298, -97.590152 30.516376, -97.590362 30.51642, -97.590343 30.516574, -97.590216 30.516722, -97.590311 30.516876, -97.590527 30.516992, -97.59054 30.517443, -97.590419 30.517883, -97.590302 30.518092, -97.590361 30.519878, -97.591926 30.522546, -97.590949 30.524983, -97.587448 30.525687, -97.584456 30.525831, -97.586818 30.529452, -97.589166 30.530899, -97.596367 30.529261, -97.600744 30.5293, -97.601248 30.529258, -97.603392 30.528889, -97.604358 30.528864, -97.608052 30.528702, -97.613842 30.529339, -97.613965 30.529355, -97.614362 30.530979))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020339,1400000US48491020339,48491020339,203.39,Census Tract 203.39,TX,Williamson County,Texas,CT,7407326,14684,"POLYGON ((-97.830987 30.582249, -97.826902 30.58265, -97.82307 30.581495, -97.820616 30.581125, -97.817725 30.581279, -97.812839 30.583955, -97.809738 30.586973, -97.809427 30.587098, -97.80742 30.58773, -97.804582 30.590541, -97.800606 30.590009, -97.800441 30.589945, -97.797076 30.587901, -97.796013 30.586703, -97.794804 30.585339, -97.791268 30.581561, -97.7891 30.579933, -97.787009 30.579157, -97.78608 30.577388, -97.78489 30.576463, -97.785132 30.576301, -97.786954 30.575531, -97.788987 30.574899, -97.789302 30.574619, -97.790367 30.573295, -97.790744 30.572375, -97.801994 30.568749, -97.802834 30.570621, -97.824606 30.564014, -97.835698 30.582763, -97.830987 30.582249))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020513,1400000US48491020513,48491020513,205.13,Census Tract 205.13,TX,Williamson County,Texas,CT,5274271,36869,"POLYGON ((-97.71992 30.457216, -97.717935 30.4584, -97.715294 30.46205, -97.704475 30.478809, -97.704222 30.479209, -97.703226 30.480686, -97.699216 30.48691, -97.698495 30.487814, -97.696919 30.489391, -97.696671 30.489159, -97.696016 30.487971, -97.694276 30.483337, -97.694155 30.48245, -97.694265 30.480313, -97.694118 30.478637, -97.693053 30.474795, -97.690618 30.472309, -97.686973 30.47574, -97.685671 30.477033, -97.685008 30.478565, -97.685044 30.479796, -97.682893 30.480066, -97.68412 30.47629, -97.6866 30.468257, -97.687698 30.464914, -97.688784 30.461401, -97.689519 30.461422, -97.692142 30.461496, -97.694592 30.461501, -97.695984 30.461401, -97.703984 30.458501, -97.715192 30.458648, -97.720358 30.456139, -97.71992 30.457216))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020118,1400000US48491020118,48491020118,201.18,Census Tract 201.18,TX,Williamson County,Texas,CT,7494047,46729,"POLYGON ((-97.755949 30.711376, -97.75241 30.711243, -97.749252 30.716871, -97.748281 30.71763, -97.748446 30.719167, -97.746015 30.723291, -97.744126 30.725057, -97.741459 30.725971, -97.740867 30.725652, -97.738854 30.723514, -97.73777 30.720478, -97.736325 30.720215, -97.732729 30.721882, -97.729494 30.719595, -97.729156 30.717868, -97.727281 30.718818, -97.726068 30.717111, -97.724499 30.716051, -97.722256 30.715771, -97.720567 30.716284, -97.719698 30.714754, -97.71955 30.712818, -97.719969 30.71125, -97.721606 30.709283, -97.718936 30.707207, -97.717108 30.703918, -97.716656 30.703798, -97.716239 30.702813, -97.717102 30.700249, -97.718049 30.699942, -97.718011 30.698941, -97.717288 30.69745, -97.719714 30.698411, -97.727218 30.696062, -97.728443 30.69545, -97.729874 30.694115, -97.730202 30.693159, -97.737292 30.697499, -97.739472 30.699784, -97.741092 30.701606, -97.741891 30.702131, -97.747893 30.704038, -97.74978 30.705045, -97.750799 30.705588, -97.755173 30.707999, -97.757862 30.709859, -97.755949 30.711376))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020349,1400000US48491020349,48491020349,203.49,Census Tract 203.49,TX,Williamson County,Texas,CT,2834310,358,"POLYGON ((-97.826115 30.522227, -97.816059 30.525298, -97.815699 30.525409, -97.815327 30.52379, -97.812374 30.521809, -97.809655 30.521754, -97.809102 30.522046, -97.808407 30.520578, -97.814611 30.518526, -97.814032 30.516754, -97.81268 30.51397, -97.810025 30.506546, -97.80823 30.503213, -97.808872 30.503322, -97.810675 30.50361, -97.811902 30.503557, -97.81827 30.504992, -97.819925 30.50477, -97.820032 30.504838, -97.822357 30.50717, -97.823382 30.509578, -97.824263 30.512104, -97.825633 30.514169, -97.830078 30.520636, -97.826115 30.522227))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020330,1400000US48491020330,48491020330,203.30,Census Tract 203.30,TX,Williamson County,Texas,CT,111201425,533724,"POLYGON ((-98.049886 30.624155, -98.030344 30.660451, -98.003491 30.710043, -97.997996 30.720209, -97.970958 30.711824, -97.970911 30.712861, -97.963555 30.715145, -97.962903 30.714133, -97.96097 30.713201, -97.959362 30.711716, -97.952645 30.709557, -97.949918 30.706649, -97.944973 30.700283, -97.940923 30.690623, -97.940076 30.689938, -97.937836 30.690333, -97.936306 30.689618, -97.936596 30.688452, -97.934149 30.682481, -97.932486 30.67655, -97.931948 30.674691, -97.927851 30.675221, -97.926292 30.675126, -97.92488 30.674779, -97.914332 30.6695, -97.911569 30.668097, -97.915651 30.667598, -97.918711 30.665963, -97.922717 30.664869, -97.921338 30.663318, -97.91864 30.660806, -97.916027 30.65872, -97.913438 30.655365, -97.911406 30.65021, -97.910348 30.649088, -97.907632 30.647728, -97.906596 30.646429, -97.905834 30.643921, -97.905742 30.637147, -97.905147 30.63164, -97.904386 30.629258, -97.903634 30.625009, -97.903583 30.624819, -97.902965 30.618836, -97.898976 30.610514, -97.898481 30.60974, -97.895147 30.605704, -97.894044 30.604477, -97.888792 30.600204, -97.8906 30.600065, -97.894191 30.599068, -97.8992 30.600261, -97.905914 30.597346, -97.908085 30.597257, -97.908924 30.599074, -97.909899 30.599295, -97.91064 30.599216, -97.919528 30.596387, -97.92008 30.596218, -97.917063 30.604871, -97.921919 30.606353, -97.927886 30.608174, -97.934809 30.610286, -97.9405 30.614824, -97.951883 30.625191, -97.956734 30.628249, -97.96259 30.62519, -97.966311 30.623676, -97.977867 30.622114, -97.991015 30.609849, -97.9924 30.609494, -97.997989 30.613024, -98.001945 30.621425, -98.004302 30.62519, -98.006276 30.627516, -98.012741 30.616767, -98.017729 30.616455, -98.0297 30.614723, -98.036495 30.611726, -98.040294 30.618204, -98.049886 30.624155))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,453,000700,1400000US48453000700,48453000700,7,Census Tract 7,TX,Travis County,Texas,CT,1615143,0,"POLYGON ((-97.752116 30.283614, -97.748319 30.283551, -97.745175 30.282663, -97.741888 30.281735, -97.735709 30.279977, -97.730048 30.278506, -97.732498 30.271846, -97.738232 30.273207, -97.738653 30.27206, -97.741106 30.272748, -97.742483 30.274366, -97.750167 30.276493, -97.751111 30.278585, -97.75091 30.279995, -97.750432 30.28056, -97.750765 30.28195, -97.752116 30.283614))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,491,020311,1400000US48491020311,48491020311,203.11,Census Tract 203.11,TX,Williamson County,Texas,CT,7128098,21614,"POLYGON ((-97.806958 30.492358, -97.806234 30.494813, -97.805454 30.495648, -97.803045 30.49618, -97.801394 30.496924, -97.800772 30.497263, -97.797501 30.499794, -97.795878 30.502778, -97.791953 30.505114, -97.789902 30.505775, -97.784222 30.504252, -97.786087 30.501521, -97.787198 30.498641, -97.786949 30.494921, -97.786908 30.492305, -97.786873 30.491129, -97.787406 30.484624, -97.78713 30.482647, -97.786458 30.481255, -97.784593 30.479585, -97.782844 30.478914, -97.78068 30.478775, -97.768456 30.479343, -97.765006 30.478906, -97.761055 30.477508, -97.76827 30.475168, -97.770771 30.474633, -97.776681 30.474247, -97.779406 30.4738, -97.792781 30.469675, -97.797019 30.468164, -97.799864 30.475049, -97.8034 30.479492, -97.803457 30.479572, -97.80535 30.48208, -97.807116 30.485924, -97.807203 30.486121, -97.80819 30.488346, -97.8065 30.489597, -97.809048 30.49175, -97.806958 30.492358))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
